filename,length,Overlap_Score,Overlap_Score (Merged)
cd1__15__why_dont_we_do_it_in_the_road.wav.txt,101.390, 0.820, 0.828
cd1__16__i_will.wav.txt,106.030, 0.762, 0.773
cd1__17__julia.wav.txt,173.480, 0.747, 0.774
cd2__01__birthday.wav.txt,162.890, 0.411, 0.540
cd2__02__yer_blues.wav.txt,241.090, 0.420, 0.642
cd2__03__mother_natures_son.wav.txt,167.980, 0.711, 0.712
cd2__04__everybodys_got_something_to_hide_except_me_and_m.wav.txt,144.840, 0.572, 0.648
cd2__05__sexy_sadie.wav.txt,195.390, 0.767, 0.813
cd2__06__helter_skelter.wav.txt,269.740, 0.421, 0.515
cd2__07__long_long_long.wav.txt,184.350, 0.695, 0.797
cd2__08__revolution_1.wav.txt,255.640, 0.752, 0.793
cd2__09__honey_pie.wav.txt,161.300, 0.789, 0.822
cd2__10__savoy_truffle.wav.txt,174.890, 0.545, 0.619
cd2__11__cry_baby_cry.wav.txt,181.860, 0.802, 0.844
cd2__13__good_night.wav.txt,191.650, 0.563, 0.573

Ave.,, 0.716, 0.779 

Weighted Ave.,, 0.706, 0.770 
